5_5,3.315476,0.448356,3.023256,86,2.775073,0.703869,3.019228,72
5_10,3.978571,2.273544,3.611111,72,2.904667,5.661878,4.427049,57
5_15,4.284615,4.762911,3.880597,67,3.115554,12.803802,5.729011,55
5_20,4.420635,9.143749,4.000000,65,3.262410,34.948925,6.633250,52
5_25,4.565574,18.044836,4.126984,63,3.551958,63.513895,7.842684,53
5_30,4.720339,22.515868,4.262295,61,3.878082,84.412726,8.178143,52
5_35,4.801724,34.621986,4.333333,60,4.119632,150.983978,10.077478,52
10_5,4.016908,1.288571,3.661972,71,3.053722,2.128878,3.301488,56
10_10,4.949405,3.519399,4.482759,58,2.987835,6.085440,4.742476,42
10_15,5.656463,7.510360,5.098039,51,3.083066,14.194855,6.365516,37
10_20,5.774306,13.058473,5.200000,50,3.213128,39.217469,7.370210,36
10_25,6.159259,25.547617,5.531915,47,3.490487,72.144935,8.865067,35
10_30,6.299242,32.175145,5.652174,46,3.889432,102.759795,9.243605,36
10_35,6.445736,49.260205,5.777778,45,4.171638,188.680168,11.621606,36
15_5,4.590278,3.268130,4.193548,62,3.486737,5.618616,3.463351,45
15_10,5.987319,6.769121,5.416667,48,3.243968,8.059197,4.978426,30
15_15,6.885417,11.765807,6.190476,42,3.081911,15.054214,6.709049,26
15_20,7.247807,19.342908,6.500000,40,3.107770,42.694119,7.915175,24
15_25,7.650463,34.522987,6.842105,38,3.295945,78.169167,9.543602,24
15_30,8.100490,44.353949,7.222222,36,3.705349,113.621779,10.055709,23
15_35,8.345960,66.668421,7.428571,35,3.984608,210.974481,12.835855,23
20_5,5.132716,7.667933,4.642857,56,4.170153,21.426022,4.037452,37
20_10,6.929167,13.394396,6.190476,42,3.883031,24.407049,5.517237,22
20_15,8.151961,20.328075,7.222222,36,3.473236,27.735913,7.288161,18
20_20,8.661458,29.745974,7.647059,34,3.340765,50.009174,8.571095,16
20_25,9.238889,48.422510,8.125000,32,3.320396,84.722301,10.334257,16
20_30,9.557471,58.639967,8.387097,31,3.555420,121.200185,10.790311,18
20_35,9.898810,85.149718,8.666667,30,3.775960,225.262893,13.804186,18
25_5,5.434641,8.846411,4.905660,53,4.460247,18.302301,4.029440,34
25_10,7.490991,15.309308,6.666667,39,4.061025,20.395078,5.488138,19
25_15,8.661458,21.870926,7.647059,34,3.543086,23.004030,7.218776,16
25_20,9.238889,32.115986,8.125000,32,3.327525,48.251978,8.561359,14
25_25,9.898810,50.671329,8.666667,30,3.085126,80.119646,10.293472,14
25_30,11.086667,72.237958,9.629630,27,3.209531,116.636841,12.368263,14
25_35,11.548611,116.126801,10.000000,26,3.639475,289.540515,15.140369,14
30_5,5.776042,23.273349,5.306122,49,5.107861,69.847942,4.699996,32
30_10,8.154412,33.997781,7.428571,35,4.799008,78.814797,6.044056,17
30_15,9.560345,45.174741,8.666667,30,4.150606,83.166067,7.777460,15
30_20,10.268519,57.877530,9.285714,28,3.864994,93.773884,9.152896,12
30_25,11.090000,81.991177,10.000000,26,3.410203,112.537282,10.989505,13
30_30,12.054348,129.615267,10.833333,24,3.231547,207.746436,13.511312,13
30_35,12.602273,130.526146,11.304348,23,3.079466,209.729406,14.465656,12
35_5,5.936170,22.179469,5.416667,48,5.513717,48.329680,4.645039,29
35_10,8.205882,31.591935,7.428571,35,5.005400,50.269674,5.982287,16
35_15,9.620690,42.889033,8.666667,30,4.420813,52.185284,7.725858,13
35_20,10.333333,54.870223,9.285714,28,4.163107,65.798516,9.102029,11
35_25,11.160000,79.353821,10.000000,26,3.766554,89.551639,10.947427,11
35_30,12.681818,140.635884,11.304348,23,3.710087,197.470201,13.639568,10
35_35,13.285714,163.641519,11.818182,22,3.975662,312.664964,16.255450,10
