5_5,4.560000,0.418970,2.901961,51,4.402320,0.591885,2.709858,42
5_10,5.428571,1.704327,3.441860,43,4.488360,3.299713,3.532588,32
5_15,6.000000,4.124298,3.794872,39,4.551910,8.793819,4.663989,29
5_20,6.514286,9.490774,4.111111,36,4.816714,22.992389,5.724110,28
5_25,6.705882,16.372947,4.228571,35,4.854185,44.031404,6.878894,28
5_30,7.125000,28.573786,4.484848,33,5.342428,86.037302,7.754261,27
5_35,7.354839,45.471939,4.625000,32,5.616041,155.540608,9.675194,27
10_5,5.151515,0.897981,3.288889,45,4.639208,1.312536,2.872260,36
10_10,6.126126,2.100730,3.894737,38,4.616096,2.895718,3.582042,27
10_15,7.083333,5.622403,4.484848,33,4.552719,9.443154,4.961190,23
10_20,7.816092,12.211984,4.933333,30,4.711755,24.567392,6.120639,22
10_25,8.095238,20.611891,5.103448,29,4.665027,47.425174,7.410825,22
10_30,8.717949,38.224200,5.481481,27,5.161228,105.308841,8.499980,21
10_35,9.066667,58.612596,5.692308,26,5.432051,176.043511,10.640161,21
15_5,5.528455,1.581322,3.523810,42,4.766234,3.472154,3.095604,33
15_10,6.666667,3.023833,4.228571,35,4.651828,4.355189,3.795379,24
15_15,7.816092,7.051523,4.933333,30,4.429294,9.986209,5.202136,20
15_20,8.717949,14.532072,5.481481,27,4.433953,25.368652,6.408157,19
15_25,9.066667,23.990432,5.692308,26,4.293808,49.255775,7.774560,19
15_30,9.855072,44.085825,6.166667,24,4.695952,110.440451,8.933396,18
15_35,10.303030,67.388431,6.434783,23,4.912670,185.465988,11.228171,18
20_5,5.811966,2.856954,3.700000,40,4.911571,7.606695,3.249615,30
20_10,7.083333,4.657479,4.484848,33,4.726859,8.344193,3.939860,21
20_15,8.095238,8.319253,5.103448,29,4.460751,11.879574,5.201756,18
20_20,9.066667,16.233791,5.692308,26,4.384824,26.196408,6.431708,17
20_25,9.855072,31.728554,6.166667,24,4.112460,56.158276,8.335000,17
20_30,10.793651,51.545375,6.727273,22,4.384753,101.470334,9.996280,16
20_35,10.793651,80.682127,6.727273,22,4.590082,198.494228,11.148509,17
25_5,6.296296,5.351704,4.000000,37,5.395160,13.825461,3.510602,27
25_10,7.816092,7.914389,4.933333,30,5.138541,14.860920,4.178782,18
25_15,9.066667,12.499739,5.692308,26,4.706613,17.016298,5.461538,15
25_20,10.303030,21.991889,6.434783,23,4.355080,28.788388,6.736184,14
25_25,11.333333,41.957546,7.047619,21,3.931078,66.611411,8.588343,13
25_30,12.592593,65.926878,7.789474,19,3.595046,109.480584,10.650322,13
25_35,12.592593,99.664169,7.789474,19,3.908951,211.091114,11.901256,14
30_5,6.435714,9.385703,4.111111,36,5.721104,35.731194,3.977561,27
30_10,8.044643,13.010481,5.103448,29,5.495180,39.215042,4.656066,18
30_15,9.385417,18.594619,5.920000,25,5.062288,41.927502,5.905387,15
30_20,10.726190,29.349351,6.727273,22,4.663628,48.727542,7.167996,14
30_25,11.855263,51.049037,7.400000,20,4.173093,77.145604,9.018869,13
30_30,12.513889,74.077005,7.789474,19,4.036011,133.776142,10.645379,13
30_35,13.250000,117.478684,8.222222,18,4.309977,228.009200,12.483569,14
35_5,6.625000,15.128356,4.228571,35,6.390463,61.785322,4.134079,26
35_10,8.342593,20.318253,5.285714,28,6.277374,68.252029,4.809642,17
35_15,9.793478,27.353026,6.166667,24,5.929549,72.778912,6.059886,14
35_20,11.262500,39.871088,7.047619,21,5.574395,78.767290,7.332096,13
35_25,12.513889,63.820415,7.789474,19,5.107162,99.007766,9.219995,12
35_30,13.250000,88.837235,8.222222,18,4.944909,148.083282,10.891156,12
35_35,14.078125,114.508055,8.705882,17,4.695388,201.001292,12.559340,12
