1,1,4.000000,0.000000
2,1,2.000000,0.000000
3,2,3.600000,0.000000
4,1,2.400000,0.000000
5,5,2.500000,1.200000
6,2,1.500000,0.000000
7,2,2.000000,0.500000
8,1,3.000000,0.000000
9,3,5.400000,0.000000
10,1,7.100000,0.000000
11,5,5.000000,1.200000
12,2,3.500000,0.500000
13,2,2.500000,0.500000
14,1,7.000000,0.000000
15,2,2.000000,0.500000
16,2,1.500000,0.500000
17,2,2.000000,0.500000
18,1,3.333333,0.000000
19,1,2.666667,0.000000
20,3,2.666667,0.666667
21,1,1.333333,0.000000
22,3,2.000000,0.666667
23,2,5.000000,0.000000
24,1,5.000000,0.000000
25,1,2.000000,0.000000
26,1,12.000000,0.000000
27,1,7.000000,0.000000
28,2,10.000000,0.000000
29,1,6.750000,0.000000
30,1,3.250000,0.000000
31,4,2.500000,0.750000
32,1,1.500000,0.000000
33,2,2.000000,0.500000
34,1,3.000000,0.000000
35,1,5.000000,0.000000
36,3,2.500000,0.000000
37,1,4.250000,0.000000
38,2,4.916667,0.500000
39,4,2.333333,0.750000
40,3,3.000000,0.666667
41,2,2.400000,0.000000
42,1,3.100000,0.000000
43,5,4.166667,1.200000
44,2,1.833333,0.500000
45,3,1.500000,0.666667
46,2,4.000000,0.500000
47,2,2.500000,0.000000
48,3,4.500000,0.000000
49,2,2.600000,0.500000
50,1,2.733333,0.000000
51,5,1.666667,1.200000
52,3,7.500000,0.666667
53,1,3.500000,0.000000
54,2,4.500000,0.500000
55,2,1.833333,0.000000
56,2,2.166667,0.500000
57,3,2.500000,0.666667
58,2,2.000000,0.500000
59,1,2.333333,0.000000
60,6,2.000000,0.000000
61,6,2.333333,1.333333
62,3,1.333333,0.666667
63,3,2.500000,0.666667
64,2,1.750000,0.000000
65,2,1.750000,0.500000
66,4,2.333333,0.750000
67,2,2.666667,0.000000
68,3,3.375000,0.666667
69,6,1.625000,0.000000
70,8,2.250000,1.875000
71,4,1.875000,0.000000
72,4,3.017857,0.750000
73,8,3.232143,0.875000
74,7,2.125000,0.857143
75,8,1.833333,1.875000
76,6,2.066667,1.500000
77,3,2.600000,0.666667
78,5,3.500000,1.200000
79,5,1.500000,0.000000
80,6,2.333333,1.500000
81,1,2.333333,0.000000
82,3,2.222222,0.666667
83,3,1.111111,0.666667
84,9,2.000000,0.888889
85,3,2.500000,0.000000
86,3,2.000000,0.000000
87,2,2.500000,0.500000
88,4,2.666667,1.000000
89,1,4.583333,0.000000
90,3,2.750000,0.666667
91,4,3.000000,0.750000
