1,1,4.666667,0.000000
2,1,4.933333,0.000000
3,3,3.066667,2.666667
4,5,2.833333,1.200000
5,3,2.500000,2.666667
6,2,3.000000,0.500000
7,3,5.400000,0.000000
8,1,7.100000,0.000000
9,5,5.000000,1.200000
10,2,5.166667,0.500000
11,2,8.833333,0.500000
12,3,3.500000,4.666667
13,4,4.333333,5.000000
14,2,5.333333,2.000000
15,3,3.333333,0.666667
16,6,5.000000,11.333333
17,1,6.000000,0.000000
18,1,13.000000,0.000000
19,2,7.000000,2.000000
20,2,10.000000,0.000000
21,1,6.750000,0.000000
22,1,4.916667,0.000000
23,4,3.333333,0.750000
24,3,4.000000,4.666667
25,2,6.666667,2.000000
26,3,5.083333,0.000000
27,3,4.916667,4.666667
28,4,2.333333,0.750000
29,3,5.000000,0.666667
30,2,3.500000,0.000000
31,6,4.900000,6.000000
32,2,2.600000,0.500000
33,5,4.500000,5.200000
34,2,2.500000,0.000000
35,4,6.166667,3.000000
36,1,3.583333,0.000000
37,6,8.750000,6.833333
38,4,3.500000,2.750000
39,2,5.600000,0.500000
40,2,2.900000,0.000000
41,5,4.214286,5.200000
42,2,3.035714,0.500000
43,7,4.083333,3.428571
44,8,4.833333,5.500000
45,6,3.733333,6.833333
46,6,3.600000,5.333333
47,5,3.916667,7.200000
48,6,4.583333,0.000000
49,12,3.642857,8.916667
50,12,3.675325,11.000000
51,7,2.848485,0.857143
52,11,2.733333,7.636364
53,6,2.600000,3.333333
54,5,3.714286,1.200000
55,5,4.035714,0.000000
56,7,4.107143,3.428571
57,4,3.642857,2.750000
58,14,3.700000,11.714286
59,4,4.800000,3.000000
60,5,5.250000,2.800000
61,4,2.750000,6.000000
62,4,3.000000,0.750000
