1,1,8.916667,0.000000
2,3,9.250000,2.666667
3,4,20.500000,24.750000
4,2,9.500000,0.500000
5,1,17.500000,0.000000
6,2,10.500000,12.500000
7,1,10.500000,0.000000
8,2,12.800000,4.500000
9,3,7.866667,18.000000
10,5,7.083333,50.800000
11,18,10.671053,74.000000
12,8,9.221805,39.500000
13,19,10.180672,128.631579
14,28,8.994652,228.428571
15,51,7.481818,351.411765
16,22,7.600000,223.272727
17,10,8.100000,32.100000
18,10,8.285714,16.900000
19,7,8.514286,52.000000
20,7,13.533333,23.428571
21,5,10.916667,14.800000
22,9,8.500000,54.000000
23,4,11.583333,26.750000
24,4,7.416667,8.750000
25,3,10.316667,2.666667
26,4,8.733333,4.750000
27,15,7.000000,86.933333
28,5,5.700000,20.800000
