1,3,5.666667,2.666667
2,1,3.000000,0.000000
3,2,4.000000,0.000000
4,1,5.500000,0.000000
5,2,20.500000,0.500000
6,1,7.000000,0.000000
7,1,5.000000,0.000000
8,1,15.000000,0.000000
9,1,12.000000,0.000000
10,1,6.000000,0.000000
11,1,3.000000,0.000000
12,1,3.000000,0.000000
13,1,4.000000,0.000000
14,1,6.666667,0.000000
15,3,3.833333,4.666667
16,4,3.000000,3.000000
17,10,3.250000,6.500000
18,4,2.750000,0.750000
19,6,6.000000,1.500000
20,4,4.000000,5.000000
21,2,2.625000,0.500000
22,8,4.625000,0.875000
23,12,3.678571,10.250000
24,7,3.446429,7.714286
25,8,3.817308,2.875000
26,13,3.182692,8.769231
27,8,2.817308,0.875000
28,13,2.307692,8.769231
29,7,4.600000,0.000000
30,5,3.066667,5.200000
31,3,3.583333,2.666667
32,4,5.750000,2.750000
33,1,4.000000,0.000000
34,1,14.000000,0.000000
35,2,9.000000,2.000000
36,3,14.000000,2.000000
37,1,19.000000,0.000000
