1,1,2.000000,0.000000
2,1,5.000000,0.000000
3,2,3.000000,0.000000
4,1,4.000000,0.000000
5,2,5.500000,0.000000
6,1,20.500000,0.000000
7,2,7.000000,0.500000
8,1,5.000000,0.000000
9,1,15.000000,0.000000
10,1,9.000000,0.000000
11,1,3.000000,0.000000
12,1,6.000000,0.000000
13,1,3.000000,0.000000
14,1,3.000000,0.000000
15,1,4.000000,0.000000
16,1,5.000000,0.000000
17,1,2.500000,0.000000
18,1,1.500000,0.000000
19,2,2.000000,0.500000
20,1,2.125000,0.000000
21,4,2.208333,0.000000
22,8,1.666667,0.875000
23,3,2.500000,0.666667
24,3,5.000000,0.000000
25,6,2.000000,1.500000
26,2,2.166667,0.500000
27,2,1.333333,0.500000
28,3,2.200000,0.666667
29,1,3.133333,0.000000
30,10,1.888889,1.600000
31,3,2.027778,0.666667
32,9,2.150000,1.555556
33,4,2.377778,0.750000
34,5,1.222222,1.200000
35,9,2.272727,1.555556
36,1,2.034965,0.000000
37,11,1.692308,2.181818
38,13,2.375000,2.769231
39,7,2.291667,0.000000
40,16,3.666667,3.750000
41,12,2.166667,2.666667
42,3,1.928571,0.666667
43,4,2.071429,1.000000
44,7,2.250000,1.714286
45,4,1.250000,1.000000
46,4,2.000000,0.750000
47,1,2.333333,0.000000
48,1,1.666667,0.000000
49,3,2.000000,0.666667
50,5,3.000000,0.000000
51,2,4.666667,0.000000
52,3,2.333333,0.000000
53,3,2.666667,0.666667
54,1,2.000000,0.000000
55,3,3.333333,0.666667
56,3,2.000000,0.666667
57,1,2.500000,0.000000
58,1,2.000000,0.000000
59,2,8.000000,0.500000
60,2,3.000000,0.500000
61,2,1.500000,0.500000
62,2,2.000000,0.500000
63,2,5.000000,0.000000
64,3,2.000000,0.000000
65,1,2.000000,0.000000
66,1,3.000000,0.000000
67,1,3.500000,0.000000
68,1,1.500000,0.000000
69,2,2.000000,0.500000
70,1,8.000000,0.000000
71,1,2.000000,0.000000
72,1,5.000000,0.000000
73,2,2.333333,0.000000
74,1,4.666667,0.000000
75,3,2.000000,0.666667
76,1,2.666667,0.000000
77,3,2.190476,0.000000
78,3,1.142857,0.666667
79,7,3.500000,0.857143
80,1,2.500000,0.000000
81,2,2.000000,0.500000
82,1,3.333333,0.000000
83,2,3.666667,0.000000
84,3,3.500000,0.666667
