1,4,3.927419,4.750000
2,31,3.100358,28.774194
3,9,3.293651,5.555556
4,14,4.474026,8.928571
5,11,3.454545,8.727273
6,6,3.800000,4.000000
7,5,3.057143,4.800000
8,7,2.642857,4.857143
9,4,3.166667,3.000000
10,3,2.333333,0.666667
11,2,5.555556,0.000000
12,9,2.844444,10.222222
13,5,3.266667,3.200000
14,3,3.708333,0.666667
15,8,4.425000,7.875000
16,5,3.200000,2.800000
17,5,3.666667,2.000000
18,3,4.000000,2.666667
19,6,2.333333,9.333333
20,1,3.800000,0.000000
21,10,3.800000,7.600000
22,5,4.100000,3.200000
23,10,4.700000,12.100000
24,10,3.975000,10.400000
25,8,3.482143,7.875000
26,7,2.892857,4.857143
27,4,3.583333,0.750000
28,9,4.666667,4.000000
29,4,4.500000,2.000000
30,6,3.700000,5.500000
31,5,2.800000,4.800000
32,1,3.000000,0.000000
33,2,4.000000,0.000000
34,3,3.500000,2.000000
35,4,4.166667,1.000000
36,3,4.333333,4.666667
37,2,3.000000,2.000000
38,2,3.800000,0.000000
39,5,3.866667,2.800000
40,3,7.333333,2.666667
41,2,7.000000,2.000000
42,1,10.000000,0.000000
43,3,4.000000,2.000000
44,1,8.000000,0.000000
45,2,13.000000,2.000000
46,2,4.000000,2.000000
47,2,8.000000,0.000000
48,1,21.000000,0.000000
49,1,143.000000,0.000000
