1,42,6.788095,149.619048
2,20,5.911538,60.950000
3,13,7.805128,31.230769
4,15,6.900000,64.933333
5,6,8.404762,12.833333
6,14,7.792208,39.428571
7,11,7.036364,38.545455
8,10,8.300000,30.400000
9,10,8.366667,56.100000
10,15,7.647619,58.933333
11,14,6.991597,48.857143
12,17,8.411765,83.529412
13,17,9.582353,109.764706
14,10,5.966667,56.100000
15,6,7.733333,11.333333
16,5,6.266667,21.200000
17,6,7.933333,19.333333
18,5,7.114286,27.200000
19,7,4.285714,17.428571
20,1,6.000000,0.000000
21,2,7.000000,2.000000
22,1,11.000000,0.000000
23,4,11.000000,14.000000
24,2,15.000000,2.000000
25,4,10.000000,18.000000
26,1,21.000000,0.000000
27,1,143.000000,0.000000
